Price,Address,City,Zipcode,State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,Days on Market,Property Type,MLS ID,Listing Agent,Status,Listing URL
"$1,095,371","4463 Pine Rd, Los Angeles, NY 54519",Los Angeles,54519,NY,2 bds,2 ba,1446 sqft,2301 sqft,1982,31,Apartment,Z200665,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/27665494_zpid/
"$1,194,017","8043 Elm St, Fresno, NY 62786",Fresno,62786,NY,2 bds,2 ba,3553 sqft,4917 sqft,1970,90,Single Family,Z599130,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/57902924_zpid/
"$288,123","146 Elm St, San Diego, FL 41233",San Diego,41233,FL,2 bds,1 ba,1788 sqft,2741 sqft,1963,1,Condo,Z742527,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/99210782_zpid/
"$1,227,874","3216 Oak Ave, Los Angeles, FL 10978",Los Angeles,10978,FL,3 bds,4 ba,2170 sqft,2529 sqft,2018,38,Single Family,Z625730,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/69382103_zpid/
"$868,262","5102 Maple Dr, San Diego, FL 99226",San Diego,99226,FL,3 bds,3 ba,1369 sqft,3948 sqft,1996,37,Apartment,Z322262,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/33134010_zpid/
"$1,339,463","6003 Main St, Los Angeles, NY 66023",Los Angeles,66023,NY,4 bds,2 ba,1202 sqft,1886 sqft,1958,54,Multi-Family,Z491272,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/41229870_zpid/
"$989,357","4074 Main St, San Diego, IL 58479",San Diego,58479,IL,1 bds,1 ba,1720 sqft,6518 sqft,1991,102,Apartment,Z929312,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/97961906_zpid/
"$903,149","1573 Pine Rd, Los Angeles, IL 73605",Los Angeles,73605,IL,2 bds,2 ba,1433 sqft,9193 sqft,1998,102,Condo,Z808637,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/71913483_zpid/
"$630,234","6013 Main St, Los Angeles, TX 47765",Los Angeles,47765,TX,6 bds,3 ba,1255 sqft,1888 sqft,2001,120,Single Family,Z187638,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/47365618_zpid/
"$1,252,974","4269 Elm St, San Diego, TX 77508",San Diego,77508,TX,2 bds,3 ba,2204 sqft,3430 sqft,2002,49,Apartment,Z999219,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/98564395_zpid/
"$365,076","3444 Maple Dr, San Diego, NY 66033",San Diego,66033,NY,3 bds,4 ba,3810 sqft,6155 sqft,2012,3,Townhouse,Z917763,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/58355017_zpid/
"$1,190,951","3541 Maple Dr, Los Angeles, IL 55291",Los Angeles,55291,IL,3 bds,3 ba,2768 sqft,2127 sqft,2009,93,Apartment,Z476392,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/49490216_zpid/
"$977,697","4813 Main St, Sacramento, FL 69128",Sacramento,69128,FL,4 bds,2 ba,1574 sqft,1106 sqft,2022,19,Townhouse,Z187409,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/25147835_zpid/
"$410,666","3221 Elm St, Fresno, FL 43311",Fresno,43311,FL,2 bds,2 ba,2306 sqft,1159 sqft,1950,2,Townhouse,Z212911,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/87344040_zpid/
"$1,404,171","8135 Pine Rd, Sacramento, NY 52069",Sacramento,52069,NY,2 bds,3 ba,3403 sqft,2352 sqft,1996,11,Apartment,Z853349,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/99753880_zpid/
"$1,362,472","1858 Oak Ave, San Diego, TX 62752",San Diego,62752,TX,4 bds,2 ba,3147 sqft,6466 sqft,1959,26,Condo,Z676740,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/36842913_zpid/
"$994,591","1065 Maple Dr, Fresno, IL 72829",Fresno,72829,IL,6 bds,1 ba,1351 sqft,4370 sqft,1969,1,Multi-Family,Z724635,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/43507392_zpid/
"$1,361,614","6923 Oak Ave, San Francisco, FL 32256",San Francisco,32256,FL,1 bds,3 ba,3988 sqft,8950 sqft,1960,84,Single Family,Z170701,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/93372400_zpid/
"$1,022,305","6573 Main St, Sacramento, CA 72193",Sacramento,72193,CA,2 bds,2 ba,2241 sqft,9780 sqft,1967,32,Apartment,Z670083,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/50219275_zpid/
"$262,341","1810 Main St, Los Angeles, CA 26032",Los Angeles,26032,CA,6 bds,2 ba,2299 sqft,1931 sqft,1987,67,Apartment,Z840918,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/93378319_zpid/
"$1,239,263","8312 Pine Rd, San Francisco, CA 85041",San Francisco,85041,CA,4 bds,4 ba,3253 sqft,7189 sqft,1984,60,Townhouse,Z621392,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/68667781_zpid/
"$542,776","3628 Elm St, Los Angeles, CA 93184",Los Angeles,93184,CA,1 bds,2 ba,2821 sqft,1026 sqft,1952,18,Condo,Z460779,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/43546271_zpid/
"$426,337","5754 Oak Ave, San Francisco, CA 64707",San Francisco,64707,CA,3 bds,1 ba,3861 sqft,7662 sqft,1968,115,Single Family,Z745373,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/23838738_zpid/
"$1,438,956","3967 Pine Rd, Los Angeles, CA 45798",Los Angeles,45798,CA,3 bds,2 ba,3353 sqft,4696 sqft,1970,48,Multi-Family,Z569418,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/65322636_zpid/
"$429,828","235 Pine Rd, Sacramento, TX 98635",Sacramento,98635,TX,6 bds,4 ba,1005 sqft,4662 sqft,1974,114,Apartment,Z637508,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/93797794_zpid/
"$357,213","8379 Elm St, San Francisco, CA 47969",San Francisco,47969,CA,6 bds,3 ba,3756 sqft,5274 sqft,1959,116,Condo,Z715979,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/63044879_zpid/
"$814,836","3002 Pine Rd, Fresno, FL 13916",Fresno,13916,FL,6 bds,4 ba,782 sqft,5929 sqft,2003,45,Apartment,Z860278,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/79912849_zpid/
"$873,714","1737 Oak Ave, San Francisco, FL 33511",San Francisco,33511,FL,1 bds,2 ba,2896 sqft,8577 sqft,1991,101,Single Family,Z505680,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/40525486_zpid/
"$631,293","792 Main St, San Francisco, NY 73137",San Francisco,73137,NY,4 bds,4 ba,2404 sqft,3942 sqft,1955,102,Condo,Z793775,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/54006710_zpid/
"$697,793","4199 Maple Dr, Fresno, TX 91478",Fresno,91478,TX,6 bds,2 ba,1336 sqft,6701 sqft,2017,25,Apartment,Z405643,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/10125450_zpid/
"$1,188,237","793 Maple Dr, Los Angeles, FL 21192",Los Angeles,21192,FL,2 bds,2 ba,1067 sqft,7604 sqft,2012,15,Apartment,Z873316,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/81375045_zpid/
"$944,393","1748 Maple Dr, San Francisco, IL 50906",San Francisco,50906,IL,6 bds,2 ba,2246 sqft,7016 sqft,1991,95,Single Family,Z233534,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/14062740_zpid/
"$1,153,210","4409 Pine Rd, Los Angeles, CA 62280",Los Angeles,62280,CA,5 bds,2 ba,2514 sqft,8087 sqft,1980,118,Single Family,Z475845,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/88233250_zpid/
"$1,364,608","2607 Pine Rd, San Francisco, IL 19447",San Francisco,19447,IL,1 bds,1 ba,3304 sqft,3087 sqft,1989,83,Apartment,Z215215,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/73100468_zpid/
"$993,011","5830 Maple Dr, San Francisco, NY 89904",San Francisco,89904,NY,5 bds,1 ba,1979 sqft,5449 sqft,1960,106,Multi-Family,Z330692,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/24756031_zpid/
"$1,455,317","1588 Oak Ave, Sacramento, IL 38784",Sacramento,38784,IL,1 bds,2 ba,1022 sqft,9197 sqft,1984,40,Condo,Z578298,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/24774942_zpid/
"$582,180","7439 Main St, Los Angeles, IL 91963",Los Angeles,91963,IL,1 bds,4 ba,1819 sqft,6913 sqft,1993,13,Multi-Family,Z194824,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/83441595_zpid/
"$1,394,289","1147 Pine Rd, Los Angeles, CA 47210",Los Angeles,47210,CA,2 bds,1 ba,2730 sqft,9045 sqft,1977,111,Single Family,Z410074,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/56020084_zpid/
"$174,251","2240 Oak Ave, Fresno, FL 70215",Fresno,70215,FL,4 bds,3 ba,2037 sqft,3781 sqft,1982,62,Townhouse,Z404604,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/32367694_zpid/
"$788,063","8999 Pine Rd, Sacramento, IL 54548",Sacramento,54548,IL,2 bds,3 ba,2405 sqft,9872 sqft,1973,106,Townhouse,Z716530,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/99657400_zpid/
"$1,390,208","4973 Maple Dr, Fresno, TX 84482",Fresno,84482,TX,2 bds,4 ba,884 sqft,5210 sqft,2000,74,Apartment,Z660765,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/27314002_zpid/
"$289,224","6113 Main St, San Diego, IL 53067",San Diego,53067,IL,5 bds,2 ba,3508 sqft,3751 sqft,1974,113,Condo,Z924991,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/12525650_zpid/
"$304,268","7328 Maple Dr, Los Angeles, CA 75233",Los Angeles,75233,CA,3 bds,1 ba,3016 sqft,4168 sqft,1973,41,Condo,Z699890,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/96184349_zpid/
"$286,355","7104 Maple Dr, San Diego, TX 41914",San Diego,41914,TX,5 bds,4 ba,1746 sqft,6370 sqft,2008,87,Single Family,Z223974,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/65828800_zpid/
"$469,172","3217 Elm St, Fresno, IL 71447",Fresno,71447,IL,6 bds,4 ba,903 sqft,5156 sqft,1995,80,Condo,Z630680,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/20249027_zpid/
"$1,242,314","1697 Pine Rd, Sacramento, CA 27579",Sacramento,27579,CA,6 bds,1 ba,935 sqft,7687 sqft,1966,9,Apartment,Z927921,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/79903129_zpid/
"$607,785","9695 Pine Rd, Sacramento, TX 32785",Sacramento,32785,TX,3 bds,4 ba,3065 sqft,8330 sqft,2004,15,Townhouse,Z880747,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/57044252_zpid/
"$1,334,512","1946 Main St, San Diego, FL 37751",San Diego,37751,FL,5 bds,3 ba,2277 sqft,7930 sqft,1981,57,Single Family,Z824509,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/50821526_zpid/
"$589,344","7382 Main St, Sacramento, CA 42099",Sacramento,42099,CA,1 bds,3 ba,3101 sqft,7313 sqft,2008,44,Condo,Z212179,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/50089281_zpid/
"$695,004","1291 Oak Ave, Sacramento, CA 13733",Sacramento,13733,CA,5 bds,1 ba,1176 sqft,5984 sqft,1995,69,Single Family,Z608860,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/73384818_zpid/
"$880,609","7214 Main St, San Francisco, TX 93199",San Francisco,93199,TX,2 bds,4 ba,2508 sqft,1625 sqft,1980,4,Multi-Family,Z688510,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/15883324_zpid/
"$765,589","7862 Elm St, Sacramento, CA 79873",Sacramento,79873,CA,6 bds,3 ba,3381 sqft,4621 sqft,2019,27,Single Family,Z271071,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/27941019_zpid/
"$173,195","8683 Maple Dr, Sacramento, CA 45292",Sacramento,45292,CA,5 bds,2 ba,2841 sqft,8162 sqft,1987,83,Multi-Family,Z925060,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/42308816_zpid/
"$139,505","7034 Elm St, Fresno, TX 73437",Fresno,73437,TX,5 bds,4 ba,2310 sqft,4096 sqft,1974,116,Townhouse,Z424130,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/68655221_zpid/
"$490,836","2289 Pine Rd, San Francisco, IL 56669",San Francisco,56669,IL,6 bds,1 ba,681 sqft,2821 sqft,2015,49,Single Family,Z948673,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/60686973_zpid/
"$1,372,278","2956 Main St, San Diego, CA 22444",San Diego,22444,CA,3 bds,1 ba,1681 sqft,8477 sqft,1984,76,Townhouse,Z642500,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/61028525_zpid/
"$1,173,967","1487 Oak Ave, Fresno, IL 22268",Fresno,22268,IL,5 bds,3 ba,1760 sqft,4882 sqft,1959,90,Single Family,Z640122,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/19028137_zpid/
"$735,605","831 Elm St, San Diego, TX 59855",San Diego,59855,TX,2 bds,2 ba,1625 sqft,8321 sqft,2000,93,Condo,Z382066,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/14015804_zpid/
"$514,584","1368 Oak Ave, San Diego, CA 47734",San Diego,47734,CA,2 bds,3 ba,3377 sqft,4297 sqft,1975,54,Townhouse,Z729534,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/31029775_zpid/
"$1,458,769","1248 Maple Dr, San Francisco, FL 99940",San Francisco,99940,FL,4 bds,1 ba,3387 sqft,8326 sqft,1970,91,Condo,Z338371,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/56479434_zpid/
"$911,593","7403 Main St, Sacramento, IL 33519",Sacramento,33519,IL,5 bds,2 ba,1996 sqft,6494 sqft,1986,60,Multi-Family,Z660803,John Doe - RE/MAX,For Sale,https://www.zillow.com/homedetails/67764421_zpid/
"$882,369","6635 Elm St, San Francisco, TX 45493",San Francisco,45493,TX,4 bds,2 ba,1027 sqft,8698 sqft,1970,6,Single Family,Z952911,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/85129918_zpid/
"$523,704","4297 Oak Ave, San Diego, IL 17567",San Diego,17567,IL,5 bds,3 ba,2220 sqft,5105 sqft,2012,102,Townhouse,Z513174,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/65935745_zpid/
"$1,156,785","2763 Maple Dr, Los Angeles, TX 80793",Los Angeles,80793,TX,2 bds,1 ba,1427 sqft,2122 sqft,1963,27,Single Family,Z457263,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/16603589_zpid/
"$1,426,040","7141 Main St, Los Angeles, NY 53682",Los Angeles,53682,NY,1 bds,1 ba,1144 sqft,7089 sqft,1992,21,Townhouse,Z327836,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/56301719_zpid/
"$328,266","2484 Pine Rd, Fresno, FL 39489",Fresno,39489,FL,3 bds,1 ba,849 sqft,9306 sqft,1963,50,Apartment,Z958469,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/13094387_zpid/
"$585,085","1881 Oak Ave, Fresno, FL 18937",Fresno,18937,FL,5 bds,4 ba,1404 sqft,3613 sqft,1972,81,Apartment,Z371307,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/18636988_zpid/
"$1,210,031","7338 Main St, Fresno, NY 58935",Fresno,58935,NY,2 bds,4 ba,919 sqft,5625 sqft,1994,54,Townhouse,Z961699,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/56431462_zpid/
"$1,063,326","7186 Main St, Sacramento, CA 62633",Sacramento,62633,CA,3 bds,1 ba,618 sqft,5582 sqft,1987,99,Condo,Z676708,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/13082217_zpid/
"$892,349","9075 Main St, San Francisco, CA 96678",San Francisco,96678,CA,3 bds,1 ba,1934 sqft,7011 sqft,1970,118,Multi-Family,Z689651,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/86091567_zpid/
"$966,864","7516 Main St, San Francisco, IL 29567",San Francisco,29567,IL,2 bds,3 ba,1546 sqft,9987 sqft,2006,5,Townhouse,Z598961,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/59264937_zpid/
"$1,225,786","7863 Maple Dr, Fresno, FL 71486",Fresno,71486,FL,1 bds,4 ba,751 sqft,7400 sqft,2021,1,Apartment,Z616231,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/79238164_zpid/
"$510,491","2287 Maple Dr, Sacramento, CA 40146",Sacramento,40146,CA,4 bds,4 ba,2115 sqft,5527 sqft,1980,7,Condo,Z609683,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/67396397_zpid/
"$571,121","1946 Main St, Fresno, FL 40774",Fresno,40774,FL,4 bds,3 ba,3598 sqft,6671 sqft,1992,76,Single Family,Z548993,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/82731854_zpid/
"$340,762","5544 Maple Dr, San Diego, CA 24650",San Diego,24650,CA,4 bds,1 ba,953 sqft,6249 sqft,2015,90,Multi-Family,Z789657,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/36985229_zpid/
"$1,423,184","5777 Oak Ave, San Francisco, FL 83965",San Francisco,83965,FL,1 bds,3 ba,3371 sqft,2475 sqft,1960,118,Single Family,Z479571,Alex Johnson - Compass,Sold,https://www.zillow.com/homedetails/60618921_zpid/
"$404,252","789 Pine Rd, Los Angeles, TX 90909",Los Angeles,90909,TX,5 bds,2 ba,1920 sqft,3215 sqft,1961,63,Single Family,Z554680,Alex Johnson - Compass,For Sale,https://www.zillow.com/homedetails/87348599_zpid/
"$1,019,191","6494 Elm St, Fresno, CA 39464",Fresno,39464,CA,5 bds,2 ba,1139 sqft,5942 sqft,1982,11,Condo,Z193365,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/87576536_zpid/
"$1,293,478","6066 Maple Dr, Fresno, NY 36565",Fresno,36565,NY,2 bds,1 ba,2299 sqft,6752 sqft,2009,66,Single Family,Z331755,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/78508175_zpid/
"$484,981","3918 Pine Rd, Fresno, IL 22863",Fresno,22863,IL,6 bds,2 ba,3122 sqft,3886 sqft,2002,108,Condo,Z974030,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/67979156_zpid/
"$203,604","8715 Elm St, Fresno, FL 14986",Fresno,14986,FL,1 bds,3 ba,1990 sqft,7829 sqft,1992,47,Apartment,Z165458,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/61487431_zpid/
"$634,518","2640 Elm St, San Diego, CA 18795",San Diego,18795,CA,2 bds,1 ba,621 sqft,5600 sqft,2022,6,Multi-Family,Z669323,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/62556095_zpid/
"$1,384,056","8687 Maple Dr, Fresno, CA 89688",Fresno,89688,CA,1 bds,1 ba,1903 sqft,4803 sqft,1951,55,Condo,Z336626,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/77056247_zpid/
"$476,564","8952 Elm St, Fresno, NY 45136",Fresno,45136,NY,3 bds,3 ba,731 sqft,7083 sqft,1992,67,Multi-Family,Z546765,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/25024065_zpid/
"$942,562","1726 Main St, Fresno, FL 39321",Fresno,39321,FL,2 bds,4 ba,3339 sqft,3566 sqft,1976,118,Condo,Z913245,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/19935229_zpid/
"$991,924","2924 Elm St, Los Angeles, CA 45099",Los Angeles,45099,CA,6 bds,2 ba,1850 sqft,1959 sqft,1975,25,Multi-Family,Z488767,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/49707773_zpid/
"$1,334,500","6046 Oak Ave, Fresno, FL 75339",Fresno,75339,FL,2 bds,2 ba,848 sqft,7441 sqft,1969,90,Apartment,Z272760,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/77607332_zpid/
"$472,624","4736 Maple Dr, Sacramento, NY 55582",Sacramento,55582,NY,4 bds,3 ba,1455 sqft,2776 sqft,2021,19,Condo,Z511607,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/37368940_zpid/
"$779,212","3534 Pine Rd, San Diego, CA 74405",San Diego,74405,CA,4 bds,2 ba,826 sqft,2188 sqft,1981,99,Multi-Family,Z913364,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/75961323_zpid/
"$1,464,464","3680 Maple Dr, San Diego, CA 67980",San Diego,67980,CA,4 bds,1 ba,3890 sqft,1016 sqft,2014,69,Townhouse,Z906264,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/67921397_zpid/
"$455,746","2205 Elm St, San Diego, TX 24295",San Diego,24295,TX,3 bds,1 ba,869 sqft,2109 sqft,2006,117,Apartment,Z907386,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/71419492_zpid/
"$1,267,990","8880 Oak Ave, Los Angeles, NY 73870",Los Angeles,73870,NY,2 bds,2 ba,1636 sqft,9803 sqft,1994,36,Apartment,Z859468,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/70016840_zpid/
"$942,400","4670 Elm St, Sacramento, IL 53719",Sacramento,53719,IL,3 bds,1 ba,1748 sqft,6213 sqft,1995,88,Single Family,Z195442,Mike Lee - Coldwell Banker,Pending,https://www.zillow.com/homedetails/79261606_zpid/
"$948,826","804 Oak Ave, San Francisco, FL 94653",San Francisco,94653,FL,5 bds,3 ba,1382 sqft,2005 sqft,1982,15,Single Family,Z681110,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/15891928_zpid/
"$323,148","5208 Maple Dr, San Diego, TX 11161",San Diego,11161,TX,4 bds,4 ba,2206 sqft,1872 sqft,1981,46,Multi-Family,Z624905,Emily Davis - Century 21,Sold,https://www.zillow.com/homedetails/44032421_zpid/
"$385,824","3748 Main St, San Francisco, FL 36942",San Francisco,36942,FL,4 bds,1 ba,2132 sqft,1110 sqft,1952,2,Condo,Z509971,John Doe - RE/MAX,Sold,https://www.zillow.com/homedetails/85023039_zpid/
"$451,523","3998 Elm St, San Diego, TX 89282",San Diego,89282,TX,4 bds,4 ba,1188 sqft,7036 sqft,1969,104,Single Family,Z750784,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/82505370_zpid/
"$290,051","7911 Maple Dr, San Diego, FL 23484",San Diego,23484,FL,2 bds,2 ba,1802 sqft,8381 sqft,1983,33,Apartment,Z715284,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/75534546_zpid/
"$964,260","1288 Oak Ave, Los Angeles, CA 99833",Los Angeles,99833,CA,4 bds,3 ba,3898 sqft,4407 sqft,2004,8,Condo,Z933832,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/45733740_zpid/
"$969,325","5618 Oak Ave, Fresno, FL 21246",Fresno,21246,FL,3 bds,1 ba,3227 sqft,8308 sqft,1955,12,Condo,Z853555,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/52540071_zpid/
"$278,862","8351 Main St, Fresno, TX 27368",Fresno,27368,TX,2 bds,4 ba,3250 sqft,6051 sqft,1969,62,Townhouse,Z389447,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/14238582_zpid/
"$1,233,537","8427 Oak Ave, Los Angeles, TX 48649",Los Angeles,48649,TX,4 bds,4 ba,2420 sqft,5481 sqft,2005,109,Condo,Z299425,Mike Lee - Coldwell Banker,Sold,https://www.zillow.com/homedetails/28172456_zpid/
"$127,143","2240 Maple Dr, Sacramento, IL 77686",Sacramento,77686,IL,3 bds,1 ba,1796 sqft,3596 sqft,2007,84,Townhouse,Z510113,John Doe - RE/MAX,Pending,https://www.zillow.com/homedetails/46285165_zpid/
"$935,219","8437 Maple Dr, Los Angeles, CA 87095",Los Angeles,87095,CA,2 bds,1 ba,3013 sqft,3985 sqft,1992,116,Apartment,Z266062,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/45444102_zpid/
"$1,173,683","6822 Oak Ave, San Diego, IL 31733",San Diego,31733,IL,3 bds,1 ba,1578 sqft,2603 sqft,2014,25,Townhouse,Z262554,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/88099516_zpid/
"$1,266,532","9914 Main St, San Francisco, CA 41775",San Francisco,41775,CA,4 bds,4 ba,1475 sqft,9331 sqft,1987,43,Townhouse,Z667970,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/38418046_zpid/
"$924,794","8402 Pine Rd, San Francisco, NY 38499",San Francisco,38499,NY,6 bds,3 ba,3579 sqft,4662 sqft,1995,98,Townhouse,Z211468,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/32139298_zpid/
"$402,250","1197 Maple Dr, San Francisco, FL 54158",San Francisco,54158,FL,3 bds,1 ba,3450 sqft,2632 sqft,1962,93,Condo,Z797982,Mike Lee - Coldwell Banker,For Sale,https://www.zillow.com/homedetails/81944122_zpid/
"$889,745","8775 Oak Ave, Sacramento, TX 39086",Sacramento,39086,TX,2 bds,1 ba,1616 sqft,8257 sqft,1994,91,Multi-Family,Z102149,Jane Smith - Keller Williams,Sold,https://www.zillow.com/homedetails/55481776_zpid/
"$1,450,914","169 Oak Ave, San Diego, FL 50594",San Diego,50594,FL,2 bds,3 ba,3565 sqft,1910 sqft,1979,89,Townhouse,Z951203,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/12609519_zpid/
"$879,570","9803 Pine Rd, Fresno, IL 57121",Fresno,57121,IL,6 bds,4 ba,3123 sqft,6375 sqft,2008,11,Apartment,Z343023,Emily Davis - Century 21,For Sale,https://www.zillow.com/homedetails/27064999_zpid/
"$1,276,754","9426 Main St, Los Angeles, CA 14869",Los Angeles,14869,CA,5 bds,2 ba,1281 sqft,5710 sqft,2012,100,Apartment,Z432210,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/85842169_zpid/
"$632,140","9337 Main St, Fresno, NY 16558",Fresno,16558,NY,1 bds,4 ba,3864 sqft,9789 sqft,2007,96,Multi-Family,Z992768,Jane Smith - Keller Williams,Pending,https://www.zillow.com/homedetails/28702063_zpid/
"$829,817","9091 Oak Ave, San Francisco, TX 74559",San Francisco,74559,TX,1 bds,2 ba,3812 sqft,1453 sqft,1963,120,Apartment,Z481289,Jane Smith - Keller Williams,For Sale,https://www.zillow.com/homedetails/88649176_zpid/
"$250,343","6947 Main St, San Francisco, CA 59168",San Francisco,59168,CA,5 bds,2 ba,1886 sqft,8226 sqft,2004,32,Condo,Z297574,Emily Davis - Century 21,Pending,https://www.zillow.com/homedetails/24687672_zpid/
"$993,426","8976 Main St, San Diego, CA 81788",San Diego,81788,CA,1 bds,2 ba,1988 sqft,2237 sqft,1999,83,Apartment,Z634765,Alex Johnson - Compass,Pending,https://www.zillow.com/homedetails/26617471_zpid/
